# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../../genome/NC_000021.gtf" "-o" "../counts/final_counts.txt" "-g" "gene_name" "-T" "2" "SRR849504_21.bam" "SRR849505_21.bam" "SRR849506_21.bam" "SRR849507_21.bam" "SRR849508_21.bam" "SRR849509_21.bam" "SRR849510_21.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR849504_21.bam	SRR849505_21.bam	SRR849506_21.bam	SRR849507_21.bam	SRR849508_21.bam	SRR849509_21.bam	SRR849510_21.bam
LOC101928369	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43108007;43108007;43108007;43108007;43108007;43109342;43109342;43109342;43109342;43109342;43125124;43125124;43125124;43125124;43133038;43133038;43133038;43133038;43133038;43134391;43134391;43134391;43134849;43144347;43144347	43108095;43108095;43108095;43108095;43108095;43109516;43109516;43109516;43109516;43109516;43125303;43125303;43125303;43125303;43133117;43133117;43133117;43133117;43133117;43135297;43135131;43135297;43135297;43144677;43144677	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1762	0	0	0	2	4	0	4
MRPL51P2	NC_000021.9	43115213	43115847	-	635	0	0	0	0	0	0	0
FRGCA	NC_000021.9;NC_000021.9	43140523;43140962	43140813;43141092	-;-	422	0	0	0	0	0	0	0
LOC107987300	NC_000021.9;NC_000021.9;NC_000021.9	43153532;43158674;43171037	43156992;43158728;43171683	-;-;-	4163	1	0	1	0	0	0	0
CRYAA	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43169008;43170236;43170517;43170517;43172071;43172071	43169288;43170409;43170639;43170639;43172805;43172810	+;+;+;+;+;+	1318	0	0	0	0	0	0	0
LOC105372821	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43176218;43176218;43182608;43182608;43182804;43182804;43190476	43177291;43177291;43182663;43182663;43185214;43182877;43190513	+;+;+;+;+;+;+	3579	0	0	0	1	0	2	1
LINC00322	NC_000021.9;NC_000021.9;NC_000021.9	43322209;43326159;43331856	43322849;43326240;43332039	-;-;-	907	0	0	0	3	0	2	0
LINC01679	NC_000021.9;NC_000021.9	43358055;43360892	43359486;43362349	-;-	2890	56	0	21	34	0	5	207
LOC105377137	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43388599;43388599;43390845;43390859	43390590;43390590;43392290;43392290	-;-;-;-	3438	0	0	0	0	0	0	0
LOC107987301	NC_000021.9;NC_000021.9	43409294;43410572	43409871;43412622	-;-	2629	0	0	0	0	0	0	0
SIK1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43414483;43414490;43417543;43417543;43418260;43418260;43419021;43419021;43419353;43419353;43419859;43420234;43420234;43421010;43421010;43421243;43421243;43421638;43421638;43421974;43421974;43425407;43425407;43426023;43426023;43427010;43427010	43417117;43417117;43417774;43417774;43418541;43418541;43419237;43419237;43419478;43419478;43420005;43420457;43420457;43421133;43421133;43421367;43421367;43421799;43421799;43422037;43422037;43425523;43425523;43426192;43426192;43427126;43427131	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4747	8	2	2	2	0	6	1
LOC107987302	NC_000021.9;NC_000021.9;NC_000021.9	43434853;43440876;43442364	43437217;43441796;43442401	+;+;+	3324	0	0	0	0	0	0	0
LINC00319	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43446601;43448767;43450739;43451173;43453121	43446899;43449070;43450921;43452505;43453902	+;+;+;+;+	2901	0	0	0	0	0	0	0
HSF2BP	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43453987;43476145;43497913;43497919;43497927;43497934;43497938;43529186;43529186;43529186;43529186;43529758;43529758;43529758;43529758;43529758;43529758;43529758;43529882;43536923;43592225;43592225;43592225;43592225;43592225;43592225;43592225;43592225;43592225;43613830;43613830;43613830;43613830;43613830;43613830;43613830;43613830;43613830;43613830;43613830;43630322;43630322;43630322;43630322;43630322;43630322;43630322;43630322;43630322;43630322;43630322;43630322;43633263;43633263;43633263;43633263;43633263;43633263;43633263;43633272;43633272;43633272;43633272;43633272;43644289;43644289;43644289;43644289;43644289;43644289;43644289;43644289;43644289;43644289;43644289;43644289;43656587;43656587;43656587;43656587;43656587;43656587;43656587;43656587;43656587;43658061;43658061;43658061;43658061;43658061;43658061;43658061;43658061;43658061;43658061;43658061;43658061;43659386;43659386;43659386;43659386;43659386;43659386;43659386;43659386;43659386;43659386;43659386;43659386	43460801;43478149;43498418;43498418;43498418;43498418;43498418;43529962;43529962;43529962;43529962;43529962;43529962;43529962;43529962;43529962;43529962;43529962;43529962;43537061;43592328;43592328;43592328;43592328;43592328;43592328;43592328;43592328;43592328;43613947;43613947;43613947;43613947;43613947;43613947;43613947;43613947;43613947;43613947;43613947;43630454;43630454;43630454;43630454;43630454;43630454;43630454;43630454;43630454;43630454;43630454;43630454;43633421;43633421;43633421;43633421;43633421;43633421;43633421;43633421;43633421;43633421;43633421;43633421;43644392;43644392;43644392;43644392;43644392;43644392;43644392;43644392;43644392;43644392;43644392;43644392;43656737;43656737;43656737;43656737;43656737;43656737;43656737;43656737;43656737;43658320;43658320;43658320;43658320;43658320;43658320;43658320;43658320;43658320;43658320;43658320;43658320;43659499;43659499;43659499;43659488;43659488;43659499;43659488;43659488;43659499;43659499;43659499;43659499	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11385	17	10	9	25	18	17	14
LINC00313	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43462094;43471512;43475972;43478064	43462261;43471694;43476039;43478223	-;-;-;-	579	0	0	0	0	0	0	0
LOC102723380	NC_000021.9;NC_000021.9	43465133;43467058	43465347;43467509	+;+	667	0	0	0	0	0	0	0
H2BS1	NC_000021.9	43565182	43565648	+	467	0	0	1	0	0	0	2
MIR6070	NC_000021.9;NC_000021.9	43609887;43609953	43609989;43609971	-;-	103	0	0	0	0	0	0	0
RRP1B	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43659560;43669884;43672308;43673870;43674636;43675034;43676272;43676733;43683279;43684553;43685770;43686804;43687516;43690288;43691439;43693190	43659794;43669966;43672365;43673955;43674697;43675163;43676336;43676914;43683373;43684650;43685789;43686935;43688240;43690440;43691502;43696079	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5078	1903	1419	843	1632	1475	865	1021
PDXK	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43719129;43719388;43719510;43728880;43728900;43728900;43730928;43732139;43732139;43732139;43733578;43734069;43734069;43734069;43734069;43734069;43734069;43734069;43734069;43738104;43741000;43741484;43741486;43741667;43741667;43741667;43741667;43741667;43741667;43741667;43741667;43741667;43741667;43743724;43743724;43743724;43743724;43743724;43743724;43743724;43743724;43743724;43743724;43746079;43746079;43746079;43746079;43746079;43746079;43746079;43746079;43746079;43746079;43748995;43748995;43748995;43748995;43748995;43748995;43748995;43748995;43748995;43748995;43750500;43750500;43750500;43750500;43750500;43750500;43750500;43750500;43750500;43750500;43752518;43752518;43752518;43752518;43752518;43752518;43752518;43752518;43752518;43752518;43753583;43753583;43753583;43753583;43753583;43753583;43753583;43753583;43753583;43753583;43755698;43755698;43755698;43755698;43755698;43755698;43755698;43755698;43755698;43755698;43755951;43755951;43755951;43755951;43755951;43755951;43755951;43755951;43755951;43755951	43719381;43719893;43719893;43729010;43729010;43729010;43731384;43732442;43732442;43732647;43733706;43734123;43734123;43734123;43734123;43734123;43734123;43734123;43734123;43738861;43741040;43741536;43741572;43741771;43741771;43741771;43741771;43741771;43741771;43741771;43741771;43741771;43741771;43743807;43743807;43743807;43743807;43743807;43743807;43743807;43743807;43743807;43743807;43746125;43746125;43746125;43746125;43746125;43746125;43746125;43746125;43746125;43746125;43749080;43749080;43749080;43749080;43749080;43749080;43749080;43749080;43749080;43749080;43750545;43750545;43750545;43750545;43750545;43750545;43750545;43750545;43750545;43750545;43752629;43752629;43752629;43752629;43752629;43752629;43752629;43752629;43752629;43752629;43753719;43753719;43753719;43753719;43753719;43753719;43753719;43753719;43753719;43753719;43755764;43755764;43755764;43755764;43755764;43755764;43755764;43755764;43755764;43755764;43762299;43762297;43762297;43762297;43762297;43762297;43762297;43762297;43762297;43762299	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9961	1424	867	905	2055	953	777	1238
LOC105372824	NC_000021.9	43737000	43738097	+	1098	3	11	5	0	9	0	8
CSTB	NC_000021.9;NC_000021.9;NC_000021.9	43773950;43774658;43776204	43774330;43774759;43776308	-;-;-	588	1470	529	284	8542	6264	896	2161
LOC105372825	NC_000021.9;NC_000021.9	43778630;43778996	43778733;43779274	-;-	383	1	0	0	0	0	0	0
RRP1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43789551;43789551;43789552;43789577;43791350;43791350;43791350;43791350;43792672;43792672;43792672;43792672;43793319;43793319;43793319;43793319;43795189;43795189;43795189;43795189;43797422;43797422;43797426;43797426;43797631;43797631;43797631;43797631;43797907;43797907;43797907;43797907;43799570;43799570;43799570;43799570;43800517;43800517;43800517;43800517;43800862;43800862;43800862;43800862;43802274;43802274;43802274;43802274;43803321;43803321;43803512;43803512	43789762;43789762;43789762;43789762;43791432;43791432;43791432;43791432;43792729;43792729;43792729;43792729;43793404;43793404;43793404;43793404;43795250;43795250;43795250;43795250;43797551;43797551;43797551;43797551;43797695;43797695;43797695;43797695;43798100;43798100;43798100;43798100;43799649;43799649;43799649;43799649;43800614;43800614;43800614;43800614;43800881;43800881;43800881;43800881;43802387;43802387;43802387;43802387;43803505;43803505;43805293;43804102	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3169	667	440	402	973	666	391	439
AATBC	NC_000021.9;NC_000021.9	43805758;43808801	43806588;43812567	-;-	4598	7	4	12	53	8	0	19
MYL6P1	NC_000021.9	43855723	43856385	-	663	5	0	15	0	0	0	1
AGPAT3	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	43865160;43865223;43865223;43865223;43865223;43866408;43867139;43882504;43903957;43903957;43903957;43903957;43903957;43916788;43916809;43925253;43925398;43940229;43946607;43946719;43946930;43946988;43948154;43948190;43948274;43948318;43954550;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959634;43959769;43960632;43960632;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43967946;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43969118;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43970653;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43971388;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43978046;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43980989;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304;43982304	43865345;43865345;43865345;43865345;43865345;43866665;43867346;43882615;43904019;43904019;43904019;43904019;43904019;43916977;43916977;43925451;43925451;43940331;43947058;43947058;43947058;43947058;43948329;43948329;43948329;43948342;43955242;43959747;43959747;43959859;43959859;43959859;43959747;43959859;43959859;43959747;43959747;43959859;43959859;43959859;43959859;43959747;43959859;43960779;43959747;43959859;43960779;43960779;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43968115;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43969279;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43970806;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43971490;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43978121;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43981187;43987140;43987140;43987140;43987140;43987140;43987140;43987140;43987140;43987592;43987140;43987592;43987140;43987140;43987592;43987592;43987592;43987140;43987140	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9952	2035	1303	969	1669	1205	1050	1509
LOC105372826	NC_000021.9;NC_000021.9	43945403;43946059	43945753;43946350	-;-	643	0	0	1	0	0	0	0
LOC105372829	NC_000021.9;NC_000021.9;NC_000021.9	43993467;43996400;43996847	43993914;43996468;43997511	+;+;+	1182	0	0	0	0	0	0	0
